...1,umpd_case_number,occured_date_time_location,report_date_time,type,disposition,location,date,time,year,time_hour
200,2014-00005383,02/06/14 23:40,02/06/14 23:54,Injured/Sick Person,CBE,Commons 1 at 4230  Knox  Rd,2014-02-06,23:40,2014,23
201,2014-00005385,02/07/14 00:07,02/07/14 00:07,DWI/DUI,Arrest,Hollywood  Rd,2014-02-07,00:07,2014,00
202,2014-00005392,02/07/14 00:31,02/07/14 00:31,Injured/Sick Person,CBE,Centreville Hall at 98  Valley  Dr,2014-02-07,00:31,2014,00
203,2014-00005412,02/07/14 01:52,02/07/14 01:52,CDS Violation,Arrest,Frat Row,2014-02-07,01:52,2014,01
204,2014-00005418,02/07/14 02:16,02/07/14 02:16,Injured/Sick Person,CBE,Somerset Hall at 63  Preinkert  Dr,2014-02-07,02:16,2014,02
205,2014-00005421,02/07/14 02:27,02/07/14 02:27,Injured/Sick Person,CBE,Cambridge Hall at 96  Farm  Dr,2014-02-07,02:27,2014,02
206,2014-00005424,02/07/14 02:51,02/07/14 02:51,Injured/Sick Person,CBE,250 block of  Stadium  Dr,2014-02-07,02:51,2014,02
208,2014-00005454,02/07/14 09:00,02/07/14 09:13,Burglary,Suspended,98  Valley  Dr,2014-02-07,09:00,2014,09
209,2014-00005457,02/07/14 09:45,02/07/14 09:49,Burglary,Suspended,120 block of  Valley  Dr,2014-02-07,09:45,2014,09
210,2014-00005460,02/07/14,02/07/14 10:44,Vandalism,Active/Pending,"PG3, Stadium Drive Parking Garage at 218  Valley  Dr",2014-02-07,NA,2014,NA
211,2014-00005478,02/07/14 02:45,02/07/14 14:46,Burglary,Arrest,98  Valley  Dr,2014-02-07,02:45,2014,02
212,2014-00005479,02/07/14 08:45,02/07/14 14:52,Burglary,Suspended,98  Valley  Dr,2014-02-07,08:45,2014,08
213,2014-00005481,02/07/14 07:00,02/07/14 15:28,Burglary,Suspended,120 block of  Valley  Dr,2014-02-07,07:00,2014,07
214,2014-00005482,02/06/14 18:30,02/07/14 15:44,Burglary,Suspended,120 block of  Valley  Dr,2014-02-06,18:30,2014,18
215,2014-00005483,02/07/14 07:00,02/07/14 15:50,Burglary,Suspended,120 block of  Valley  Dr,2014-02-07,07:00,2014,07
216,2014-00005484,02/07/14 07:00,02/07/14 15:53,Burglary,Suspended,120 block of  Valley  Dr,2014-02-07,07:00,2014,07
217,2014-00005485,02/07/14 07:00,02/07/14 16:01,Burglary,Suspended,120 block of  Valley  Dr,2014-02-07,07:00,2014,07
218,2014-00005593,02/07/14 21:55,02/07/14 21:55,Injured/Sick Person,CBE,Health Center at 140  Campus  Dr,2014-02-07,21:55,2014,21
219,2014-00005634,02/07/14 23:30,02/07/14 23:30,CDS Violation,Arrest,Regents  Dr,2014-02-07,23:30,2014,23
220,2014-00005644,02/08/14 00:18,02/08/14 00:18,Suspicious Person/Auto,Suspended,4400 block of  Knox  Rd,2014-02-08,00:18,2014,00
221,2014-00005652,02/08/14 00:42,02/08/14 00:42,Suspicious Person/Auto,Arrest,"Stamp Student Union, Student Union, Union at 163  Campus  Dr",2014-02-08,00:42,2014,00
222,2014-00005671,02/08/14 02:06,02/08/14 02:06,DWI/DUI,Arrest,Baltimore  Ave,2014-02-08,02:06,2014,02
223,2014-00005692,02/08/14 05:42,02/08/14 05:42,DWI/DUI,Arrest,Lot 11b,2014-02-08,05:42,2014,05
224,2014-00005702,01/25/14 21:00,02/08/14 09:03,Burglary,Active/Pending,120 block of  Valley  Dr,2014-01-25,21:00,2014,21
225,2014-00005706,02/07/14 02:00,02/08/14 09:14,Burglary,Suspended,120 block of  Valley  Dr,2014-02-07,02:00,2014,02
226,2014-00005719,02/07/14 16:00,02/08/14 10:17,Suspicious Activity,Active/Pending,"Leonardtown #201, Leonardtown Office Building at 201  Rossborough  La",2014-02-07,16:00,2014,16
227,2014-00005726,02/07/14 23:00,02/08/14 10:52,Burglary,Suspended,4300 block of  Knox  Rd,2014-02-07,23:00,2014,23
228,2014-00005744,02/08/14 16:59,02/08/14 16:59,CDS Violation,Arrest,Baltimore  Ave,2014-02-08,16:59,2014,16
229,2014-00005799,02/08/14 22:19,02/08/14 22:19,CDS Violation,Arrest,Cumberland Hall at 122  Valley  Dr,2014-02-08,22:19,2014,22
230,2014-00005807,02/08/14 22:30,02/08/14 23:00,Injured/Sick Person,CBE,Denton Hall at 252  Stadium  Dr,2014-02-08,22:30,2014,22
231,2014-00005832,02/09/14 00:30,02/09/14 00:30,Injured/Sick Person,CBE,Calvert Hall at 15  Lehigh  Rd,2014-02-09,00:30,2014,00
232,2014-00005844,02/09/14 01:50,02/09/14 01:50,DWI/DUI,Arrest,University  Bl,2014-02-09,01:50,2014,01
233,2014-00005850,02/09/14 02:15,02/09/14 02:18,Injured/Sick Person,CBE,Washington Hall at 23  Lehigh  Rd,2014-02-09,02:15,2014,02
234,2014-00005857,02/09/14 03:13,02/09/14 03:13,Injured/Sick Person,CBE,120 block of  Valley  Dr,2014-02-09,03:13,2014,03
235,2014-00005858,02/09/14 03:17,02/09/14 03:17,Injured/Sick Person,CBE,4300 block of  Knox  Rd,2014-02-09,03:17,2014,03
236,2014-00005862,02/09/14 04:01,02/09/14 04:01,CDS Violation,Arrest,"La Plata Hall, laplata hall at 259  Farm  Dr",2014-02-09,04:01,2014,04
237,2014-00005865,02/09/14 04:35,02/09/14 04:35,DWI/DUI,Arrest,Lakeland  Rd,2014-02-09,04:35,2014,04
238,2014-00005896,02/09/14 13:27,02/09/14 13:27,CDS Violation,Arrest,"Leonardtown #241, Leonardtown at 241  Norwich  Rd",2014-02-09,13:27,2014,13
239,2014-00005914,02/09/14 16:00,02/09/14 17:55,Theft,Active/Pending,68  Farm  Dr,2014-02-09,16:00,2014,16
240,2014-00005921,02/09/14 20:05,02/09/14 20:05,Injured/Sick Person,CBE,Ellicott Area Dining Hall at 257  Farm  Dr,2014-02-09,20:05,2014,20
241,2014-00005956,02/10/14 08:22,02/10/14 08:22,Traffic Arrest,Arrest,University  Bl,2014-02-10,08:22,2014,08
242,2014-00005968,02/07/14 16:30,02/10/14 09:35,Vandalism,Suspended,Elkton Hall at 254  Denton  Dr,2014-02-07,16:30,2014,16
243,2014-00005970,02/10/14 10:44,02/10/14 10:44,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 68  Farm  Dr",2014-02-10,10:44,2014,10
244,2014-00005974,02/10/14 11:27,02/10/14 11:27,DWI/DUI,Arrest,Lot C1,2014-02-10,11:27,2014,11
245,2014-00005976,02/07/14 09:00,02/10/14 11:41,Burglary,Suspended,98  Valley  Dr,2014-02-07,09:00,2014,09
246,2014-00005984,02/10/14 13:10,02/10/14 13:10,Alarm,Active/Pending,"A.V. Williams Building, AV Williams at 115  Paint Branch  Dr",2014-02-10,13:10,2014,13
247,2014-00005985,02/10/14 13:12,02/10/14 13:12,Damage to State Property,CBE,South Gate at 401  Regents  Dr,2014-02-10,13:12,2014,13
248,2014-00005986,02/09/14 01:28,02/10/14 13:14,Vandalism,Active/Pending,Commons 3 at 4318  Knox  Rd,2014-02-09,01:28,2014,01
249,2014-00005990,02/09/14 03:00,02/10/14 13:11,Sex Offense,CBE,240 block of  Yale  Ave,2014-02-09,03:00,2014,03
250,2014-00006091,02/11/14 00:15,02/11/14 00:15,CDS Violation,Arrest,North Gate at 295  Campus  Dr,2014-02-11,00:15,2014,00
251,2014-00006181,02/10/14 11:50,02/11/14 12:13,Theft,Suspended,82  Regents  Dr,2014-02-10,11:50,2014,11
252,2014-00006192,02/11/14 14:30,02/11/14 14:50,Injured/Sick Person,CBE,Talbot Hall at 30  Chapel  Dr,2014-02-11,14:30,2014,14
253,2014-00006194,02/11/14 14:30,02/11/14 15:35,Burglary,Suspended,Animal Science Building at 142  Industrial  La,2014-02-11,14:30,2014,14
254,2014-00006286,02/12/14 01:03,02/12/14 01:03,Injured/Sick Person,CBE,Yale  Ave,2014-02-12,01:03,2014,01
255,2014-00006290,02/12/14 01:35,02/12/14 01:35,Injured/Sick Person,CBE,7500 block of  Hopkins  Ave,2014-02-12,01:35,2014,01
256,2014-00006293,02/12/14 02:02,02/12/14 02:02,Alcohol Violation,Arrest,"Looney's Pub, The Varsity at 8150  Baltimore  Ave",2014-02-12,02:02,2014,02
257,2014-00006327,02/12/14 08:57,02/12/14 08:57,Suspicious Activity,CBE,250 block of  Stadium  Dr,2014-02-12,08:57,2014,08
258,2014-00006329,02/12/14 09:15,02/12/14 10:11,Burglary,Suspended,250 block of  Stadium  Dr,2014-02-12,09:15,2014,09
259,2014-00006330,02/12/14 10:10,02/12/14 10:12,Injured Officer,CBE,Ellicott Hall at 256  Stadium  Dr,2014-02-12,10:10,2014,10
260,2014-00006335,02/12/14 08:30,02/12/14 10:42,Burglary,Arrest,250 block of  Stadium  Dr,2014-02-12,08:30,2014,08
261,2014-00006336,02/12/14 09:30,02/12/14 10:47,Burglary,Arrest,250 block of  Stadium  Dr,2014-02-12,09:30,2014,09
262,2014-00006342,02/12/14 08:00,02/12/14 12:07,Burglary,Suspended,250 block of  Stadium  Dr,2014-02-12,08:00,2014,08
263,2014-00006343,02/12/14 08:57,02/12/14 12:08,Suspicious Activity,Suspended,250 block of  Stadium  Dr,2014-02-12,08:57,2014,08
264,2014-00006346,02/12/14 12:17,02/12/14 12:17,Traffic Arrest,Arrest,Adelphi  Rd,2014-02-12,12:17,2014,12
265,2014-00006414,02/11/14 23:00,02/12/14 22:19,Burglary,Suspended,250 block of  Stadium  Dr,2014-02-11,23:00,2014,23
266,2014-00006430,02/13/14 00:40,02/13/14 00:40,Damage to State Property,CBE,Denton Hall at 252  Stadium  Dr,2014-02-13,00:40,2014,00
267,2014-00006431,02/13/14 01:02,02/13/14 01:02,Injured/Sick Person,CBE,Washington Hall at 23  Lehigh  Rd,2014-02-13,01:02,2014,01
268,2014-00006432,02/13/14 01:09,02/13/14 01:09,Fire,CBE,Chapel Field,2014-02-13,01:09,2014,01
269,2014-00006435,02/13/14 02:13,02/13/14 02:13,Injured/Sick Person,CBE,Hagerstown Hall at 258  Hagerstown  Dr,2014-02-13,02:13,2014,02
270,2014-00006445,02/13/14 03:00,02/13/14 08:43,Dept Property Damage/Loss,Unfounded,Fraternity Row,2014-02-13,03:00,2014,03
271,2014-00006456,02/12/14 21:15,02/13/14 14:54,Suspicious Activity,Active/Pending,250 block of  Stadium  Dr,2014-02-12,21:15,2014,21
272,2014-00006457,02/13/14 15:40,02/13/14 15:40,Injured/Sick Person,CBE,College  Ave,2014-02-13,15:40,2014,15
273,2014-00006467,02/13/14 16:50,02/13/14 17:50,CDS Violation,Arrest,Ellicott Hall at 256  Stadium  Dr,2014-02-13,16:50,2014,16
274,2014-00006468,02/13/14 18:31,02/13/14 18:31,CDS Violation,Arrest,Easton Hall at 253  Denton  Dr,2014-02-13,18:31,2014,18
275,2014-00006470,02/13/14 18:30,02/13/14 18:58,Injured/Sick Person,CBE,"Frat 10, Sigma Kappa Sorority at 10  Fraternity  Row",2014-02-13,18:30,2014,18
276,2014-00006486,02/14/14 00:40,02/14/14 00:40,Injured/Sick Person,CBE,Chestertown Hall at 121  Valley  Dr,2014-02-14,00:40,2014,00
277,2014-00006488,02/14/14 01:08,02/14/14 01:08,Emergency Petition,CBE,"Litton, Police Services & Training Facility at 7101  51st  Ave",2014-02-14,01:08,2014,01
278,2014-00006489,02/13/14 12:00,02/14/14 01:10,Vandalism,Active/Pending,Cambridge Hall at 96  Farm  Dr,2014-02-13,12:00,2014,12
279,2014-00006503,02/14/14 04:30,02/14/14 04:30,CDS Violation,Arrest,250 block of  Denton  Dr,2014-02-14,04:30,2014,04
280,2014-00006505,02/14/14 05:03,02/14/14 05:03,Emergency Petition,CBE,Denton Hall at 252  Stadium  Dr,2014-02-14,05:03,2014,05
281,2014-00006541,02/14/14 13:00,02/14/14 16:36,Dept Property Damage/Loss,CBE,9100 block of  Riverhill Rd,2014-02-14,13:00,2014,13
282,2014-00006550,02/14/14 18:00,02/14/14 18:11,Injured/Sick Person,CBE,Denton Hall at 252  Stadium  Dr,2014-02-14,18:00,2014,18
283,2014-00006630,02/15/14 01:19,02/15/14 01:19,Injured/Sick Person,CBE,410 block of  Denton  Dr,2014-02-15,01:19,2014,01
284,2014-00006633,02/15/14 01:51,02/15/14 01:51,Injured/Sick Person,CBE,"Alpha Sigma Phi, Frat 9 at 9  Fraternity  Row",2014-02-15,01:51,2014,01
285,2014-00006635,02/15/14 02:10,02/15/14 02:13,Injured/Sick Person,CBE,"Frat 14, Zeta Beta Tau Fraternity at 14  Fraternity  Row",2014-02-15,02:10,2014,02
286,2014-00006636,02/15/14 02:18,02/15/14 02:18,Injured/Sick Person,CBE,Dorchester Hall at 64  Campus  Dr,2014-02-15,02:18,2014,02
287,2014-00006667,02/15/14,02/15/14 12:07,Vandalism,Active/Pending,Montgomery Hall at 32  Lehigh  Rd,2014-02-15,NA,2014,NA
288,2014-00006670,02/15/14 13:20,02/15/14 13:22,Injured/Sick Person,CBE,"Cole Field House, Cole Student Activities Building, Driscoll Center at 162  Union  Dr",2014-02-15,13:20,2014,13
289,2014-00006710,02/15/14 22:47,02/15/14 22:47,Injured/Sick Person,CBE,Oakland Hall at 419  Denton  Dr,2014-02-15,22:47,2014,22
290,2014-00006729,02/16/14 00:06,02/16/14 00:06,Injured/Sick Person,CBE,8000 block of  Boteler  Ln,2014-02-16,00:06,2014,00
291,2014-00006737,02/16/14 01:00,02/16/14 01:28,Injured/Sick Person,CBE,University Courtyard #6 at 8600  Boteler  La,2014-02-16,01:00,2014,01
292,2014-00006739,02/16/14 01:43,02/16/14 01:43,DWI/DUI,Arrest,Paint Branch  Dr,2014-02-16,01:43,2014,01
293,2014-00006742,02/16/14 02:22,02/16/14 02:22,DWI/DUI,Arrest,Baltimore  Ave,2014-02-16,02:22,2014,02
294,2014-00006746,02/16/14 02:30,02/16/14 02:33,Injured/Sick Person,CBE,Hagerstown Hall at 258  Hagerstown  Dr,2014-02-16,02:30,2014,02
295,2014-00006749,02/16/14 03:56,02/16/14 03:56,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage at 403  Terrapin  Tr",2014-02-16,03:56,2014,03
296,2014-00006781,02/16/14 11:05,02/16/14 12:00,Theft,Suspended,4  Rossborough  La,2014-02-16,11:05,2014,11
297,2014-00006858,02/16/14 20:28,02/16/14 20:28,CDS Violation,Arrest,Paint Branch  Py,2014-02-16,20:28,2014,20
298,2014-00006862,02/16/14 21:04,02/16/14 21:05,Recovered Stolen Motor Vehicle,Active/Pending,Baltimore  Ave,2014-02-16,21:04,2014,21
299,2014-00006866,02/16/14 21:25,02/16/14 21:36,Injured/Sick Person,CBE,"Cole Field House, Cole Student Activities Building, Driscoll Center at 162  Union  Dr",2014-02-16,21:25,2014,21
300,2014-00006895,02/17/14 02:30,02/17/14 02:32,DWI/DUI,Arrest,Hartwick  Rd,2014-02-17,02:30,2014,02
301,2014-00006896,02/17/14 03:29,02/17/14 03:29,Warrant/Summons Service,Arrest,Berwyn House  Rd,2014-02-17,03:29,2014,03
302,2014-00006921,02/12/14 09:00,02/17/14 10:28,Burglary,Suspended,250 block of  Stadium  Dr,2014-02-12,09:00,2014,09
303,2014-00006942,02/17/14 10:00,02/17/14 14:31,Theft,Suspended,35  Library  La,2014-02-17,10:00,2014,10
304,2014-00006947,01/17/14 16:00,02/17/14 15:27,Theft,Unfounded,"Clarice Smith Performing Arts Center, CSPAC at 386  Stadium  Dr",2014-01-17,16:00,2014,16
305,2014-00006948,02/17/14 15:40,02/17/14 15:40,CDS Violation,Arrest,Paint Branch  Py,2014-02-17,15:40,2014,15
306,2014-00006956,02/17/14 17:18,02/17/14 17:18,CDS Violation,Arrest,"Eppley Recreation Center, ERC at 68  Farm  Dr",2014-02-17,17:18,2014,17
307,2014-00006971,02/17/14 19:59,02/17/14 19:59,Injured/Sick Person,CBE,Plant Sciences Building at 36  Field House  Dr,2014-02-17,19:59,2014,19
308,2014-00006991,02/17/14 21:53,02/17/14 21:53,CDS Violation,Arrest,Hagerstown Hall at 258  Hagerstown  Dr,2014-02-17,21:53,2014,21
309,2014-00007058,02/18/14 07:41,02/18/14 07:41,Traffic Arrest,Arrest,Baltimore  Ave,2014-02-18,07:41,2014,07
310,2014-00007062,01/06/14,02/18/14 08:34,Theft,Unfounded,Plant Sciences Building at 36  Field House  Dr,2014-01-06,NA,2014,NA
311,2014-00007064,02/17/14 19:45,02/18/14 11:02,Theft,Active/Pending,48  Chapel  Dr,2014-02-17,19:45,2014,19
312,2014-00007112,02/18/14 17:33,02/18/14 17:38,Assist Other Agency,CBE,Knox  Rd,2014-02-18,17:33,2014,17
313,2014-00007125,02/18/14 19:38,02/18/14 19:38,CDS Violation,Arrest,Berwyn  Rd,2014-02-18,19:38,2014,19
314,2014-00007149,02/18/14 21:30,02/18/14 21:47,Emergency Petition,CBE,Hagerstown Hall at 258  Hagerstown  Dr,2014-02-18,21:30,2014,21
315,2014-00007177,02/19/14 01:20,02/19/14 01:20,Weapon Violation,Arrest,Baltimore  Ave,2014-02-19,01:20,2014,01
316,2014-00007199,02/19/14 08:07,02/19/14 08:07,Injured/Sick Person,CBE,Presidential  Dr,2014-02-19,08:07,2014,08
317,2014-00007210,02/18/14 16:30,02/19/14 08:50,Vandalism,Suspended,Commons 5 at 6903  Preinkert  Dr,2014-02-18,16:30,2014,16
318,2014-00007243,02/19/14 10:00,02/19/14 12:24,Theft,Suspended,91  Regents  Dr,2014-02-19,10:00,2014,10
319,2014-00007246,02/19/14 12:00,02/19/14 12:50,Injured/Sick Person,Active/Pending,"H.J. Patterson Hall, HJ Patterson Hall at 73  Campus  Dr",2014-02-19,12:00,2014,12
320,2014-00007257,02/15/14 03:28,02/19/14 14:26,Other Incident,Active/Pending,Main Administration Building at 77  Regents  Dr,2014-02-15,03:28,2014,03
321,2014-00007267,02/19/14 08:00,02/19/14 16:36,Suspicious Person/Auto,CBE,Alpha Chi Omega Sorority at 4525  College  Ave,2014-02-19,08:00,2014,08
322,2014-00007278,02/19/14 08:30,02/19/14 18:44,Theft,Arrest,68  Farm  Dr,2014-02-19,08:30,2014,08
323,2014-00007287,02/19/14 20:00,02/19/14 20:20,Injured/Sick Person,CBE,Oakland Hall at 419  Denton  Dr,2014-02-19,20:00,2014,20
324,2014-00007303,02/19/14 23:01,02/19/14 23:01,Injured/Sick Person,CBE,"Stamp Student Union, Student Union, Union at 163  Campus  Dr",2014-02-19,23:01,2014,23
325,2014-00007310,02/19/14 23:28,02/19/14 23:28,CDS Violation,Arrest,Oakland Hall at 419  Denton  Dr,2014-02-19,23:28,2014,23
326,2014-00007329,02/20/14 01:44,02/20/14 01:44,Disorderly Conduct,Arrest,Baltimore  Ave,2014-02-20,01:44,2014,01
327,2014-00007346,02/20/14 08:15,02/20/14 08:30,Injured/Sick Person,CBE,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd",2014-02-20,08:15,2014,08
328,2014-00007356,02/14/14 12:00,02/20/14 10:41,Damage to State Property,Suspended,Service Building at 3  Rossborough  La,2014-02-14,12:00,2014,12
329,2014-00007373,02/14/14 14:00,02/20/14 13:32,Accident - Departmental,CBE,Chapel Field,2014-02-14,14:00,2014,14
330,2014-00007389,02/13/14 03:00,02/20/14 17:13,Damage to State Property,CBE,"CIU/SERT, Police Substation at 18  Yale  Ave",2014-02-13,03:00,2014,03
331,2014-00007390,02/20/14 16:00,02/20/14 17:14,Theft,Active/Pending,35  Library  La,2014-02-20,16:00,2014,16
332,2014-00007398,02/20/14 16:40,02/20/14 18:05,Theft,Active/Pending,160 block of  Campus  Dr,2014-02-20,16:40,2014,16
333,2014-00007468,02/21/14 00:39,02/21/14 00:39,CDS Violation,Arrest,University  Bl,2014-02-21,00:39,2014,00
334,2014-00007472,02/21/14 01:49,02/21/14 01:49,DWI/DUI,Arrest,Baltimore  Ave,2014-02-21,01:49,2014,01
335,2014-00007475,02/21/14 02:10,02/21/14 02:14,Traffic Arrest,Arrest,"College Park Metro, Metro at 4600  River  Rd",2014-02-21,02:10,2014,02
336,2014-00007506,02/21/14 10:48,02/21/14 10:48,Injured/Sick Person,CBE,"S Campus Surge, Susquehanna Hall at 233  Lehigh  Rd",2014-02-21,10:48,2014,10
337,2014-00007537,02/20/14 18:00,02/21/14 16:28,Theft,Active/Pending,4  Rossborough  La,2014-02-20,18:00,2014,18
338,2014-00007549,02/21/14 18:36,02/21/14 18:36,Injured/Sick Person,CBE,UMUC Hotel at 348  Ehrensberger  Dr,2014-02-21,18:36,2014,18
339,2014-00007570,02/21/14 20:35,02/21/14 20:35,CDS Violation,Arrest,Baltimore  Ave,2014-02-21,20:35,2014,20
340,2014-00007615,02/21/14 23:24,02/21/14 23:24,CDS Violation,Arrest,Baltimore  Ave,2014-02-21,23:24,2014,23
341,2014-00007643,02/22/14 01:04,02/22/14 01:04,CDS Violation,Arrest,Adelphi  Rd,2014-02-22,01:04,2014,01
342,2014-00007647,02/22/14 01:13,02/22/14 01:13,Injured/Sick Person,CBE,"Alpha Epsilon Phi Sorority, Frat 11 at 11  Fraternity  Row",2014-02-22,01:13,2014,01
343,2014-00007652,02/22/14 02:00,02/22/14 02:00,DWI/DUI,Arrest,Baltimore  Ave,2014-02-22,02:00,2014,02
344,2014-00007708,02/22/14 13:06,02/22/14 14:22,Lost Property,CBE,39  Mowatt  La,2014-02-22,13:06,2014,13
345,2014-00007728,02/22/14 16:00,02/22/14 17:45,Theft,Arrest,68  Farm  Dr,2014-02-22,16:00,2014,16
346,2014-00007729,02/22/14 16:00,02/22/14 17:57,Theft,Active/Pending,68  Farm  Dr,2014-02-22,16:00,2014,16
347,2014-00007733,02/22/14 17:57,02/22/14 18:37,Theft,Active/Pending,68  Farm  Dr,2014-02-22,17:57,2014,17
348,2014-00007750,02/22/14 20:53,02/22/14 20:53,Suspicious Activity,CBE,Hillel Jewish Center at 973  Mowatt  La,2014-02-22,20:53,2014,20
349,2014-00007791,02/23/14 01:14,02/23/14 01:14,CDS Violation,Arrest,North Gate at 295  Campus  Dr,2014-02-23,01:14,2014,01
350,2014-00007812,02/23/14 02:43,02/23/14 02:43,Assist Other Agency,CBE,Preinkert Hall at 54  Preinkert  Dr,2014-02-23,02:43,2014,02
351,2014-00007813,02/23/14 03:10,02/23/14 03:16,Injured/Sick Person,CBE,Commons 7 at 6801  Preinkert  Dr,2014-02-23,03:10,2014,03
352,2014-00007824,02/23/14 06:28,02/23/14 06:28,Fire,CBE,"Frat 2, Pi Kappa Alpha Fraternity at 2  Fraternity  Row",2014-02-23,06:28,2014,06
353,2014-00007865,02/23/14 13:30,02/23/14 14:21,Theft from Auto,Suspended,Lot 2g,2014-02-23,13:30,2014,13
354,2014-00007899,02/23/14 16:00,02/23/14 18:35,Theft,Arrest,68  Farm  Dr,2014-02-23,16:00,2014,16
355,2014-00007912,02/23/14 22:19,02/23/14 22:19,CDS Violation,Arrest,Oakland Hall at 419  Denton  Dr,2014-02-23,22:19,2014,22
356,2014-00007933,02/24/14,02/24/14 04:33,Telephone/EMail Misuse,CBE,Commons 1 at 4230  Knox  Rd,2014-02-24,NA,2014,NA
357,2014-00008034,02/24/14 21:21,02/24/14 21:21,Injured/Sick Person,CBE,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab at 202  Regents  Dr",2014-02-24,21:21,2014,21
358,2014-00008059,02/22/14 19:00,02/24/14 23:40,Dept Property Damage/Loss,CBE,Service Building at 3  Rossborough  La,2014-02-22,19:00,2014,19
359,2014-00008062,02/24/14 23:53,02/24/14 23:53,CDS Violation,Arrest,Greenbelt  Rd,2014-02-24,23:53,2014,23
360,2014-00008070,02/25/14 01:30,02/25/14 01:30,CDS Violation,Arrest,8600 block of  Boteler  La,2014-02-25,01:30,2014,01
361,2014-00008081,02/25/14 02:47,02/25/14 02:47,CDS Violation,Arrest,Baltimore  Ave,2014-02-25,02:47,2014,02
362,2014-00008108,02/25/14 10:21,02/25/14 10:21,Other Incident,Suspended,"TAP, Technology Advancement Program Building at 387  Technology  Dr",2014-02-25,10:21,2014,10
363,2014-00008109,02/25/14 10:23,02/25/14 10:23,Theft,Arrest,Service Building at 3  Rossborough  La,2014-02-25,10:23,2014,10
364,2014-00008130,02/25/14 14:34,02/25/14 14:34,Warrant/Summons Service,Arrest,Campus  Dr,2014-02-25,14:34,2014,14
365,2014-00008134,02/25/14 14:30,02/25/14 14:50,Theft,Suspended,91  Regents  Dr,2014-02-25,14:30,2014,14
366,2014-00008135,02/25/14 15:00,02/25/14 15:35,CDS Violation,Arrest,Zips Dry Clean Depo at 7215  Baltimore  Ave,2014-02-25,15:00,2014,15
367,2014-00008136,02/25/14 15:34,02/25/14 15:34,Suspicious Person/Auto,CBE,Chemical & Nuclear Engineering at 90  Stadium  Dr,2014-02-25,15:34,2014,15
368,2014-00008144,02/25/14 15:30,02/25/14 16:38,Burglary,Suspended,Bioscience Research Building at 413  Field House  Dr,2014-02-25,15:30,2014,15
369,2014-00008149,02/25/14 17:20,02/25/14 17:25,Threat Assessment,Unfounded,Mckeldin Library at 35  Library  La,2014-02-25,17:20,2014,17
370,2014-00008152,02/25/14 16:15,02/25/14 18:30,Theft,Arrest,68  Farm  Dr,2014-02-25,16:15,2014,16
371,2014-00008223,02/26/14 03:29,02/26/14 03:29,DWI/DUI,Arrest,Paint Branch  Dr,2014-02-26,03:29,2014,03
372,2014-00008248,02/26/14 08:30,02/26/14 10:30,Theft,Active/Pending,91  Regents  Dr,2014-02-26,08:30,2014,08
373,2014-00008253,02/19/14 12:00,02/26/14 12:19,Theft,Suspended,82  Regents  Dr,2014-02-19,12:00,2014,12
